CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled, Revenue ,SubscriptionDurationDays
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,933",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,431",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,167",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,522",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,285",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,126",366
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,862",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,879",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,974",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,722",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,922",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,592",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,148",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,680",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,734",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,914",365
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,124",365
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,145",365
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,642",365
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,094",365
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,887",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,602",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,633",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,191",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,131",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,380",366
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,283",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,327",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,301",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,259",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,976",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,121",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,509",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,296",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,798",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,049",365
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,089",365
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,557",365
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,279",365
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,028",365
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,910",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,168",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,743",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,912",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,508",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,472",366
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,488",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,096",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,557",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,923",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,431",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,057",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,450",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,362",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,557",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,092",365
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,884",365
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,829",365
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,428",365
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,326",365
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,198",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,926",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,765",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,606",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,236",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,959",366
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,911",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,021",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,732",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,505",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,071",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,231",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,808",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,156",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,813",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,969",365
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,108",365
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,534",365
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,134",365
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,690",365
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,098",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,818",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,913",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,862",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,466",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,264",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,012",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,697",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,316",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,127",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,727",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,091",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,691",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,243",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,796",365
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,008",365
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,781",365
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,850",365
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,821",365
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,170",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,638",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,791",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,884",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,715",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,579",366
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,130",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,160",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,722",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,417",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,798",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,958",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,875",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,600",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,918",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,581",365
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,762",365
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,575",365
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,629",365
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,489",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,140",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,104",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,044",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,811",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,097",366
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,979",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,535",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,244",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,903",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,816",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,876",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,724",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,701",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,965",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,532",365
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,440",365
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,292",365
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,255",365
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,392",365
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,078",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,664",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,874",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,666",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,688",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,489",366
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,421",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,565",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,837",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,089",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,868",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,674",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,706",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,117",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,585",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,697",365
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,048",365
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,156",365
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,632",365
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,421",365
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,542",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,958",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,229",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,700",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,483",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,499",366
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,284",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,647",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,386",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,752",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,654",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,678",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,075",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,724",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,129",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,844",365
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,120",365
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,374",365
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,494",365
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,247",365
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,502",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,815",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,512",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,178",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,451",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,364",366
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,786",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,563",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,473",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,455",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,881",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,529",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,810",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,997",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,757",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,762",365
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,693",365
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,773",365
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,052",365
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,288",365
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,305",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,124",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,061",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,226",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,001",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,282",366
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,297",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,481",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,754",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,101",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,717",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,192",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,138",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,326",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,804",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,311",365
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,152",365
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,443",365
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,987",365
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,993",365
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,678",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,045",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,022",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,807",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,736",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,590",366
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,223",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,484",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,218",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,981",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,918",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,315",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,922",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,234",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,568",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,290",365
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,209",365
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,110",365
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,392",365
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,358",365
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,568",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,265",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,190",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,053",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,751",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,496",366
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,231",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,154",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,824",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,906",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,035",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,115",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,405",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,843",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,114",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,441",365
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,171",365
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,126",365
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,623",365
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,914",365
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,355",365
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,653",366
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,386",366
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,069",366
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,362",366
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,303",366
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,028",366
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,128",366
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,088",365
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,897",365
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,812",365
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,913",365
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,008",365
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,440",365
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,616",365
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,187",365
